Brand,Model,Year,image_file,Total megapixels,Max_Exposure_Comp,Normal_Focus_cm,Battery,Sensor resolution,Crop factor,Sensor type,Dimensions,Max aperture,Min_Aperture_F,Min_Shutter_Speed_Sec,White balance presets,Macro_Focus_cm,Optical zoom,USB,Weight_g,Max. aperture (35mm equiv.),Focal length (35mm equiv.),Also known as,Aperture priority,Max. image resolution,Max_Shutter_Speed_Sec,Storage types,Effective megapixels,Megapixels,Max. video resolution,Screen_Size_in,Metering,Digital zoom,Shutter priority,Sensor size,Viewfinder,Screen_Res_Dots,Max_ISO,Dim_L,Dim_W,Dim_H,Supports_4K,Portability_Score,Aperture_Value,LowLight_Score,Video_Score
Olympus,PEN E-PL10,2020,data/images/olympus_pen-e-pl10.jpg,17.2,5,,BLS-50 lithium-ion battery,4627 x 3479,2,CMOS,117.1 x 68 x 39 mm,,,60,6,,,USB 2.0 (480 Mbit/sec),380,,,,Yes,4608 x 3456,0.00025,SD/SDHC/SDXC,16.1,,3840x2160 (30p/�?5p/�?4p),3,"Multi, Center-weighted, Spot",Yes,Yes,Four Thirds (17.3 x 13 mm),,1036800,25600,117.1,68,39,TRUE,23.65867262,,67.09843837,71.22559955
Panasonic,Lumix DC-BGH1,2020,data/images/panasonic_lumix-dc-bgh1.jpg,11.93,5,,Panasonic AG-VBR Series,3697 x 2780,2,CMOS,93 x 93 x 78 mm,,,0.5,5,,,USB 3.0 (5 GBit/sec),545,,,,Yes,3680 x 2760,6.25E-05,SD/SDHC/SDXC,10.28,,4096x2160 (60p),,"Multi, Center-weighted, Highlight-weighted, Spot",,Yes,Four Thirds (17.3 x 13 mm),,,204800,93,93,78,TRUE,20,,69.62911322,43.14138316
Panasonic,Lumix DC-G100,2020,data/images/panasonic_dc-g100.jpg,21.77,5,,BLG10 lithium-ion battery,5196 x 3907,2,CMOS,115.6 x 82.5 x 54.2 mm,,,60,5,,,USB 2.0 (480 Mbit/sec),352,,,Lumix DC-G110,Yes,5184 x 3888,6.25E-05,SD/SDHC/SDXC,20.3,,3840x2160 (30p/�?4p),3,"Multi, Center-weighted, Spot",Yes,Yes,Four Thirds (17.3 x 13 mm),Electronic,1840000,100,115.6,82.5,54.2,TRUE,21.27997769,,27.17930842,67.43586168
Panasonic,Lumix DC-S5,2020,data/images/panasonic_lumix-dc-s5.jpg,25.28,5,,Li-ion Battery,6026 x 4017,1.01,CMOS,132.6 x 97.1 x 81.9 mm,,,60,8,,,USB 3.0 (5 GBit/sec),714,,,,Yes,6000 x 4000,0.000125,SD/SDHC/SDXC,24.2,,3840x2160 (60p/�?0p/�?4p),3,"Multi, Center-weighted, Highlight-weighted, Spot",Yes,Yes,35.6 x 23.8 mm,Electronic,1840000,204800,132.6,97.1,81.9,TRUE,20,,71.53931958,68.49832683
Ricoh,WG-70,2020,data/images/ricoh_wg-70.jpg,,2,50,D-LI92 lithium-ion battery,4612 x 3468,5.62,CMOS,122.5 x 61.5 x 29.5 mm,f3.5 - f5.5,3.5,4,6,1,5x,USB 2.0 (480 Mbit/sec),193,f19.7 - f30.9,28 - 140 mm,,No,4608 x 3456,0.00025,SD/SDHC/SDXC,,16,1920x1080 (30p),2.7,"Multi, Center-weighted, Spot",Yes,No,"1/2.3"" (~ 6.16 x 4.62 mm)",,230000,6400,122.5,61.5,29.5,FALSE,43.30451757,0.285714286,59.98466258,24.25264919
Sony,a7C,2020,data/images/sony_a7c.jpg,25.3,5,,NP-FZ100 lithium-ion battery,6026 x 4017,1.01,CMOS,124 x 71.1 x 59.7 mm,,,30,7,,,USB 3.0 (5 GBit/sec),509,,,,Yes,6000 x 4000,0.00025,SD/SDHC/SDXC/MS Pro Duo,24.2,,3840x2160 (30p/�?5p/�?4p),3,"Multi, Center-weighted, Highlight-weighted, Average, Spot",Yes,Yes,35.6 x 23.8 mm,Electronic,921600,204800,124,71.1,59.7,TRUE,20,,71.53931958,71.22559955
Sony,a7S III,2020,data/images/sony_a7s-iii.jpg,12.9,5,,NP-FZ100 lithium-ion battery,4260 x 2840,1.01,CMOS,128.9 x 96.9 x 69.7 mm,,,30,10,,,USB 3.0 (5 GBit/sec),614,,,,Yes,4240 x 2832,0.000125,SD/SDHC/SDXC/MS Pro Duo/CFexpress,12.1,,4264x2408 (60p),3,"Multi, Center-weighted, Spot",Yes,Yes,35.6 x 23.8 mm,Electronic,1440000,409600,128.9,96.9,69.7,FALSE,20,,71.81121026,28.49832683
Sony,ZV-1,2020,data/images/sony_zv-1.jpg,21,3,5,NP-BX1 lithium-ion battery,5492 x 3661,2.73,CMOS,105.5 x 60 x 43.5 mm,f1.8 - f2.8,1.8,30,9,5,2.9x,USB 2.0 (480 Mbit/sec),294,f4.9 - f7.6,24 - 70 mm,,Yes,5472 x 3648,0.0005,SD/ SDHC/SDXC/MS Pro Duo/ Pro-HG Duo,20.1,,3840x2160 (30p/25p/24p),3,"Multi, Center-weighted, Spot",Yes,Yes,13.2 x 8.8 mm,,921600,12800,105.5,60,43.5,TRUE,29.64305633,0.555555556,91.92693809,79.55800335
Canon,EOS R3,2021,data/images/canon_eos-r3.jpg,26.7,3,,Rechargeable Li-ion Battery LP-E19,6012 x 4008,1,CMOS,150 x 142.6 x 87.2 mm,,,30,6,,,USB 3.0 (5 GBit/sec),1015,,,,Yes,6000 x 4000,0.000125,SD/SDHC/SDXC/UHS-II/CFexpress Type B,24.1,,6000x3164 (60p/�?0p/�?0p/�?4p/�?3.98p),3.2,"Multi, Center-weighted, Spot, Partial",,Yes,36 x 24 mm,Electronic,4150000,204800,150,142.6,87.2,FALSE,20,,71.85443391,33.14974902
Fujifilm,X-T30 II,2021,data/images/fujifilm_x-t30-ii.jpg,,5,,NP-W126S lithium-ion battery,6277 x 4157,1.53,CMOS,118.4 x 82.8 x 46.8 mm,,,900,7,,,USB 3.0 (5 GBit/sec),383,,,,Yes,6240 x 4160,0.00025,SD/SDHC/SDXC,,26.1,4096x2160 (30p/�?5p/�?4p/�?3.98p),3,"Multi, Center-weighted, Average, Spot",,Yes,23.5 x 15.6 mm,Electronic,1620000,51200,118.4,82.8,46.8,TRUE,20.67763525,,69.60680424,71.22559955
Fujifilm,X-E4,2021,data/images/fujifilm_x-e4.jpg,,5,,NP-W126S Li-ion battery,6277 x 4157,1.53,CMOS,121.3 x 72.9 x 32.7 mm,,,4,7,,,USB 3.0 (5 GBit/sec),364,,,,Yes,6240 x 4160,3.13E-05,SD/SDHC/SDXC,,26.1,4096x2160 (30p/�?5p/�?4p/�?3.98p),3,"Multi, Center-weighted, Average, Spot",,Yes,23.5 x 15.6 mm,Electronic,1620000,51200,121.3,72.9,32.7,TRUE,25.03625209,,69.60680424,67.08031233
Nikon,Z fc,2021,data/images/nikon_z-fc.jpg,21.51,5,,EN-EL25 lithium-ion battery,5600 x 3733,1.53,CMOS,134.5 x 93.5 x 43.5 mm,,,30,8,,,USB 3.0 (5 GBit/sec),390,,,,Yes,5568 x 3712,0.00025,SD/SDHC/SDXC,20.9,,3840x2160 (30p/�?5p/�?4p),3,"Multi, Center-weighted, Highlight-weighted, Spot",,Yes,23.5 x 15.7 mm,Electronic,1036800,204800,134.5,93.5,43.5,TRUE,20,,70.80591188,71.22559955
Olympus,PEN E-P7,2021,data/images/olympus_pen-e-p7.jpg,21.8,5,,BLS-50 lithium-ion battery,5196 x 3907,2,CMOS,118.3 x 68.5 x 38.1 mm,,,60,6,,,USB 2.0 (480 Mbit/sec),337,,,,Yes,5184 x 3888,6.25E-05,SD/SDHC/SDXC,20.3,,3840x2160 (30p/�?5p/�?4p),3,"Multi, Center-weighted, Spot",Yes,Yes,Four Thirds (17.3 x 13 mm),,1036800,100,118.3,68.5,38.1,TRUE,25.98438371,,27.17930842,67.43586168
Panasonic,Lumix DC-GH5 II,2021,data/images/panasonic_gh5-ii.jpg,21.77,5,,Li-ion Battery Pack,5196 x 3907,2,CMOS,138.5 x 98.1 x 87.4 mm,,,60,5,,,USB 3.0 (5 GBit/sec),727,,,,Yes,5184 x 3888,0.000125,SD/SDHC/SDXC,20.3,,4992x3744 (30p/�?5p/�?4p),3,"Multi, Center-weighted, Spot",Yes,Yes,Four Thirds (17.3 x 13 mm),Electronic,1840000,100,138.5,98.1,87.4,FALSE,20,,27.17930842,28.49832683
Panasonic,Lumix DC-BS1H,2021,data/images/panasonic_lumix-dc-bs1h.jpg,25.28,5,,Panasonic AG-VBR Series,6026 x 4017,1.01,CMOS,93 x 93 x 78.8 mm,,,60,5,,,USB 3.0 (5 GBit/sec),585,,,,Yes,6000 x 4000,0.000125,SD/SDHC/SDXC,24.2,,5952x3968 (25p/24p),,"Multi, Center-weighted, Highlight-weighted, Spot",,Yes,35.6 x 23.8 mm,,,204800,93,93,78.8,FALSE,20,,71.53931958,20
Pentax,K-3 Mark III,2021,data/images/pentax_k-3-iii.jpg,26.78,5,,D-LI90 Lithium-ion battery,6213 x 4142,1.55,CMOS,134.5 x 103.5 x 73.5 mm,,,30,8,,,USB 3.0 (5 GBit/sec),820,,,,Yes,6192 x 4128,0.000125,SD/SDHC/SDXC,25.73,,3840x2160 (30p/�?4p),3.2,"Multi, Center-weighted, Highlight-weighted, Spot",Yes,Yes,23.3 x 15.5 mm,Optical (pentaprism),1620000,1600000,134.5,103.5,73.5,TRUE,20,,70.67066369,73.14974902
Ricoh,GR IIIx,2021,data/images/ricoh_gr-iiix.jpg,,5,20,DB-110 lithium-ion battery,6051 x 4007,1.53,CMOS,109.4 x 61.9 x 35.2 mm,f2.8,2.8,30,8,12,1x,USB 3.0 (5 GBit/sec),262,f4.3,40 mm,,Yes,6000 x 4000,0.00025,SD/SDHC/SDXC,,24.24,1920x1080 (60p/�?0p/�?4p),3,"Multi, Center-weighted, Highlight-weighted, Spot",Yes,Yes,23.5 x 15.6 mm,Electronic and Optical (optional),1036800,102400,109.4,61.9,35.2,FALSE,33.79252649,0.357142857,89.17177914,31.22559955
Sigma,fp L,2021,data/images/sigma_fp-l.jpg,62.4,5,,BP-51 lithium-ion battery,9566 x 6377,1,CMOS,112.6 x 69.9 x 45.3 mm,,,30,6,,,USB 3.0 (5 GBit/sec),427,,,,Yes,9520 x 6328,0.000125,SD/SDHC/SDXC,61,,3840x2160 (30p/�?5p/�?4p),3.2,"Multi, Center-weighted, Spot",Yes,Yes,36 x 24 mm,Electronic (optional),2100000,102400,112.6,69.9,45.3,TRUE,20.37925265,,71.3803681,73.14974902
Sony,ZV-E10,2021,data/images/sony_zv-e10.jpg,25,5,,NP-FW50 lithium-ion battery,6045 x 4003,1.53,CMOS,115.2 x 64.2 x 44.8 mm,,,30,10,,,USB 3.0 (5 GBit/sec),343,,,,Yes,6000 x 4000,0.00025,SD/SDHC/SDXC/MS Pro Duo,24.2,,3840x2160 (30p/�?5p/�?4p),3,"Multi, Center-weighted, Spot",Yes,Yes,23.5 x 15.6 mm,,921600,51200,115.2,64.2,44.8,TRUE,25.00557724,,69.60680424,71.22559955
Sony,a1,2021,data/images/sony_a1.jpg,50.5,5,,NP-FZ100 lithium-ion battery,8669 x 5779,1,CMOS,128.9 x 96.9 x 80.8 mm,,,30,7,,,USB 3.0 (5 GBit/sec),737,,,,Yes,8640 x 5760,3.13E-05,"SD/SDHC/SDXC, CFexpress",50.1,,7680x4320 (30p/�?5p/�?4p),3,"Multi, Center-weighted, Highlight-weighted, Average, Spot",Yes,Yes,35.9 x 24 mm,Electronic,1440000,102400,128.9,96.9,80.8,FALSE,20,,71.3803681,27.08031233
Sony,A7 IV,2021,data/images/sony_a7-iv.jpg,34.1,5,,NP-FZ100 lithium-ion battery,7035 x 4690,1,CMOS,131.3 x 96.4 x 79.8 mm,,,30,7,,,USB 3.0 (5 GBit/sec),658,,,,Yes,7008 x 4672,0.000125,"SD/SDHC/SDXC, CFexpress A",33,,3840x2160 (60p/�?0p/�?0p/�?5p/�?4p),3,"Multi, Center-weighted, Highlight-weighted, Spot, Average",Yes,Yes,35.9 x 23.9 mm,Electronic,1036800,204800,131.3,96.4,79.8,TRUE,20,,71.85443391,68.49832683
Canon,EOS R10,2022,data/images/canon_eos-r10.jpg,25.5,3,,LP-E17 Lithium-ion battery,6026 x 4017,1.61,CMOS,122.5 x 87.8 x 83.4 mm,,,30,6,,,USB 3.0 (5 GBit/sec),429,,,,Yes,6000 x 4000,6.25E-05,"SD/SDHC/SDXC, UHS-II",24.2,,3840x2160 (30p/�?3.98p),3,"Multi, Center-weighted, Spot, Partial",,Yes,22.3 x 14.9 mm,Electronic,1040000,51200,122.5,87.8,83.4,TRUE,20,,68.88733965,67.43586168
Canon,EOS R7,2022,data/images/canon_r7.jpg,34.4,3,,LP-E6NH lithium-ion battery,6983 x 4655,1.61,CMOS,132 x 90.4 x 91.7 mm,,,30,6,,,USB 3.0 (5 GBit/sec),612,,,,Yes,6960 x 4640,0.000125,"SD/SDHC/SDXC, UHS-II",32.5,,3840x2160 (60p/�?0p/�?3.98p),3,"Multi, Center-weighted, Spot, Partial",,Yes,22.3 x 14.9 mm,Electronic,1620000,51200,132,90.4,91.7,TRUE,20,,68.88733965,68.49832683
Canon,EOS R5 C,2022,data/images/canon_r5-c.jpg,47.1,3,,LP-E6NH lithium-ion battery,8216 x 5477,1,CMOS,142 x 101 x 111 mm,,,30,8,,,USB 3.2 (10 GBit/sec),770,,,,Yes,8192 x 5464,0.000125,"SD/SDHC/SDXC, CFexpress",45,,8192x5464 (60p/�?0p/�?0p/�?4/�?3.98p),3.2,"Multi, Center-weighted, Spot, Partial",,Yes,36 x 24 mm,Electronic,2100000,102400,142,101,111,FALSE,20,,71.3803681,33.14974902
Canon,EOS R6 Mark II,2022,data/images/canon_r6-mark-ii.jpg,25.6,3,,LP-E6NH lithium-ion battery,6026 x 4017,1,CMOS,138.4 x 98.4 x 88.4 mm,,,30,8,,,USB 3.0 (5 GBit/sec),670,,,,Yes,6000 x 4000,0.000125,"SD/SDHC/SDXC, UHS-II",24.2,,3840x2160  (60p/�?0p/�?0p/�?4p/�?3.98p),3,"Multi, Center-weighted, Spot, Partial",,Yes,35.9 x 23.9 mm,Electronic,1620000,204800,138.4,98.4,88.4,TRUE,20,,71.85443391,68.49832683
Fujifilm,X-H2,2022,data/images/fujifilm_x-h2.jpg,,5,,NP-W235 lithium-ion battery,7792 x 5160,1.53,CMOS,136.3 x 92.9 x 84.6 mm,,,30,7,,,USB 3.0 (5 GBit/sec),660,,,,Yes,7728 x 5152,5.56E-06,"SD/SDHC/SDXC, UHS-I/II, CFexpress Type B",,40.2,7680x4320 (30p/25p/24p/23.98p),3,"Multi, Center-weighted, Average, Spot",Yes,Yes,23.5 x 15.6 mm,Electronic,1620000,51200,136.3,92.9,84.6,FALSE,20,,69.60680424,26.88371445
Fujifilm,X-H2S,2022,data/images/fujifilm_x-h2s.jpg,,5,,NP-W235 lithium-ion battery,6285 x 4162,1.53,CMOS,136.3 x 92.9 x 85.6 mm,,,30,7,,,USB 3.0 (5 GBit/sec),660,,,,Yes,6240 x 4160,3.13E-05,"SD/SDHC/SDXC, UHS-I/II, CFexpress Type B",,26.16,6240x4160 (30p/�?5p/�?4p/�?3.98p),3,"Multi, Center-weighted, Average, Spot",,Yes,23.5 x 15.6 mm,Electronic,1620000,51200,136.3,92.9,85.6,FALSE,20,,69.60680424,27.08031233
Fujifilm,X-T5,2022,data/images/fujifilm_x-t5.jpg,,5,,NP-W235 lithium-ion battery,7766 x 5177,1.53,CMOS,129.5 x 91 x 63.8 mm,,,30,7,,,USB 3.0 (5 GBit/sec),557,,,,Yes,7728 x 5152,5.56E-06,"SD/SDHC/SDXC, UHS-I/II",,40.2,6240x3510 (30p/�?5p/�?4p/�?3.98p),3,"Multi, Center-weighted, Average, Spot",Yes,Yes,23.5 x 15.7 mm,Electronic,1840000,51200,129.5,91,63.8,FALSE,20,,69.60680424,26.88371445
Leica,M11,2022,data/images/leica_m11.jpg,,3,,BC-SCL7 lithium-ion battery,9510 x 6340,1,CMOS,139 x 38.5 x 80 mm,,,3600,8,,,USB 3.0 (5 GBit/sec),640,,,,Yes,9528 x 6328,0.00025,"SD/SDHC/SDXC, UHS-II",,60.3,,3,"Multi, Center-weighted, Spot",No,No,36 x 24 mm,Optical (rangefinder),2332800,50000,139,38.5,80,FALSE,20,,70.19520357,31.22559955
Nikon,Z9,2022,data/images/nikon_z9.jpg,52.37,5,,EN-EL18d rechargeable Li-ion battery,8280 x 5520,1,CMOS,149 x 149.5 x 90.5 mm,,,900,9,,,USB 3.0 (5 GBit/sec),1340,,,,Yes,8256 x 5504,3.13E-05,CFexpress Type B / XQD,45.7,,7680x4320 (30p/�?5p/�?4p),3.2,"Multi, Center-weighted, Highlight-weighted, Spot",,Yes,35.9 x 23.9 mm,Electronic,2100000,102400,149,149.5,90.5,FALSE,20,,71.3803681,31.73173452
Nikon,Z30,2022,data/images/nikon_z-30.jpg,21.51,5,,EN-EL25 lithium-ion battery,5600 x 3733,1.53,CMOS,128 x 73.5 x 59.5 mm,,,30,6,,,USB 3.0 (5 GBit/sec),350,,,,Yes,5568 x 3712,0.00025,SD/SDHC/SDXC,20.9,,3840x2160 (30p/�?5p/�?4p),3,"Multi, Center-weighted, Highlight-weighted, Spot",No,Yes,23.5 x 15.7 mm,,1036800,204800,128,73.5,59.5,TRUE,20.70273285,,70.80591188,71.22559955
Olympus,OM-1,2022,data/images/olympus_om-1.jpg,22.9,5,,BLX-1 Lithium-ion battery,5208 x 3916,2,CMOS,134.8 x 91.6 x 72.7 mm,,,60,6,,,USB 3.0 (5 GBit/sec),599,,,,Yes,5184 x 3888,3.13E-05,"SD/SDHC/SDXC, UHS-I/II",20.4,,4096x2160 (60p/�?0p/�?0p/�?5p/�?4p),3,"Multi, Center-weighted, Highlight, Spot",Yes,Yes,Four Thirds (17.3 x 13 mm),Electronic,1620000,102400,134.8,91.6,72.7,TRUE,20,,69.15504741,67.08031233
Olympus,OM-5,2022,data/images/olympus_system-om-5.jpg,,5,,BLS-50 lithium-ion battery,5208 x 3916,2,CMOS,125.3 x 85.2 x 49.7 mm,,,60,7,,,USB 2.0 (480 Mbit/sec),366,,,,Yes,5184 x 3888,3.13E-05,"SD/SDHC/SDXC, UHS-II",,20.4,4096x2160 (24p),3,"Multi, Center-weighted, Spot",Yes,Yes,Four Thirds (17.3 x 13 mm),Electronic,1037000,25600,125.3,85.2,49.7,TRUE,20.29280535,,67.09843837,67.08031233
Panasonic,Lumix DC-GH6,2022,data/images/panasonic_gh6.jpg,26.52,5,,DMW-BLK22 Rechargeable Lithium-Ion battery,5791 x 4354,2,CMOS,138.4 x 100.3 x 99.6 mm,,,60,6,,,USB 3.2 (10 GBit/sec),823,,,,Yes,5776 x 4336,3.13E-05,"SD/SDHC/SDXC, CFexpress",25.21,,5760x4320 (30p/�?5p/�?4p),3,"Multi, Center-weighted, Highlight-weighted, Spot",Yes,Yes,Four Thirds (17.3 x 13 mm),Electronic,1840000,50,138.4,100.3,99.6,FALSE,20,,25.75013943,27.08031233
Pentax,KF,2022,data/images/pentax_kf.jpg,24.78,5,,D-LI109 lithium-ion battery,6051 x 4007,1.53,CMOS,125.5 x 93 x 74 mm,,,30,8,,,USB 2.0 (480 Mbit/sec),684,,,,Yes,6000 x 4000,0.000166667,SD/SDHC/SDXC (UHS-I),24.24,,1920x1080 (60i/50i/30p/25p/24p),3,"Multi, Center-weighted, Spot",,Yes,23.5 x 15.6 mm,Optical (pentaprism),1037000,102400,125.5,93,74,FALSE,20,,70.33184607,29.39765756
Sony,FX30,2022,data/images/sony_fx30.jpg,27,5,,Rechargeable Battery NP-FZ100,6245 x 4163,1.55,CMOS,129.7 x  77.8 x 84.5 mm,,,30,7,,,USB 3.0 (5 GBit/sec),646,,,,Yes,6192 x 4128,0.000125,SD/CFexpress Type A,26,,3840x2160 (120p),3,"Multi, Center-weighted, Highlight-weighted, Average, Spot, Partial",,Yes,23.3 x 15.5 mm,,2360000,102400,129.7,77.8,84.5,TRUE,20,,69.82710541,68.49832683
Sony,ZV-1F,2022,data/images/sony_zv-1f.jpg,,3,5,NP-BX1 lithium-ion battery,5492 x 3661,2.73,CMOS,105.5 x 60 x 46.4 mm,f2,2,15,9,,,USB 2.0 (480 Mbit/sec),256,f5.5,20 mm,,Yes,5472 x 3648,3.13E-05,SD/SDHC/SDXC,,20.1,3840x2160 (30p/25p/24p),3,"Multi, Center-weighted, Spot",Yes,Yes,13.2 x 8.8 mm,,921600,12800,105.5,60,46.4,TRUE,31.51143335,0.5,91.35805912,67.08031233
Sony,a7R V,2022,data/images/sony_a7r-v.jpg,62.5,5,,NP-FZ100 lithium-ion battery,9566 x 6377,1.01,CMOS,131.3 x 96.9 x 82.4 mm,,,30,9,,,USB 3.0 (5 GBit/sec),723,,,,Yes,9504 x 6336,0.000125,"SD/SDHC/SDXC, UHS-I/II, CFexpress Type A",61,,7680x4320 (25p),3.2,"Multi, Center-weighted, Highlight-weighted, Average, Spot",Yes,Yes,35.7 x 23.8 mm,Electronic,2095000,102400,131.3,96.9,82.4,FALSE,20,,71.06525376,33.14974902
Canon,EOS R8,2023,data/images/canon_eos-r8.jpg,25.6,3,,LP-E17 Lithium-ion battery,6026 x 4017,1,CMOS,132.5 x 86.1 x 70 mm,,,30,6,,,USB 3.2 (10 GBit/sec),461,,,,Yes,6000 x 4000,6.25E-05,SD/SDHC/SDXC (UHS-II),24.2,,3840x2160 (60p/50p/�?0p/�?5p/23.98p),3,"Multi, Center-weighted, Spot, Partial",,Yes,35.9 x 23.9 mm,Electronic,1620000,204800,132.5,86.1,70,TRUE,20,,71.85443391,67.43586168
Canon,EOS R100,2023,data/images/canon_r100.jpg,25.8,3,,LP-E17 Rechargeable Lithium-Ion,6012 x 4008,1.61,CMOS,116.3 x 85.5 x 68.8 mm,,,30,6,,,USB 2.0 (480 Mbit/sec),356,,,,Yes,6000 x 4000,0.00025,SD/SDHC/SDXC (UHS-I),24.1,,3840x2160 (25p/23.98p),3,"Multi, Center-weighted, Spot, Partial",,Yes,22.3 x 14.9 mm,Electronic,1040000,25600,116.3,85.5,68.8,TRUE,20,,67.55577245,71.22559955
Canon,PowerShot V10,2023,data/images/canon_powershot-v10.jpg,20.9,3,,Built-in rechargeable lithium-ion battery,4775 x 3183,2.73,CMOS,63.4 x 90 x 34.3 mm,f2.8,2.8,1,6,5,,USB 2.0 (480 Mbit/sec),211,f7.6,18 mm,,No,5472 x 3648,0.0005,microSD/microSDHC/microSDXC (UHS-I),15.2,,3840x2160 (30p/25p/23.98p),2,Evaluative,Yes,No,13.2 x 8.8 mm,,460000,12800,63.4,90,34.3,TRUE,42.55437814,0.357142857,83.6196319,63.31148912
Canon,EOS R50,2023,data/images/canon_eos-r50.jpg,25.5,3,,LP-E17 Lithium-ion battery,6026 x 4017,1.61,CMOS,116.3 x 85.5 x 68.8 mm,,,30,6,,,USB 2.0 (480 Mbit/sec),375,,,,Yes,6000 x 4000,0.000125,SD/SDHC/SDXC (UHS-I),24.2,,3840x2160 (30p/�?5p/23.98p),3,"Multi, Center-weighted, Spot, Partial",,Yes,22.3 x 14.9 mm,Electronic,1620000,51200,116.3,85.5,68.8,TRUE,20,,68.88733965,68.49832683
Fujifilm,X-S20,2023,data/images/fujifilm_x-s20.jpg,,5,,NP-W235 lithium-ion battery,6277 x 4157,1.53,CMOS,127.7 x 85.1 x 65.4 mm,,,900,7,,,USB 3.2 (10 GBit/sec),491,,,,Yes,6240 x 4160,3.13E-05,SD/SDHC/SDXC (UHS-II),,26.1,4096x2160 (60p/�?0p/�?0p/�?5p/�?4p),3,"Multi, Center-weighted, Average, Spot",No,Yes,23.5 x 15.6 mm,Electronic,1840000,51200,127.7,85.1,65.4,TRUE,20,,69.60680424,67.08031233
Leica,Q3,2023,data/images/leica_q3.jpg,62.39,3,30,BP-SCL6 Lithium-ion battery,9510 x 6340,1,CMOS,130 x 80.3 x 92.6 mm,f1.7,1.7,120,5,17,1x,USB 3.2 (10 GBit/sec),743,f1.7,28 mm,,Yes,9520 x 6336,6.25E-05,"SD/SDHC/SDXC, UHS-II",60.3,,8192x4320 (30p/25p/24p),3,"Multi, Center-weighted, Spot",Yes,Yes,36 x 24 mm,Electronic,1843200,100000,130,80.3,92.6,FALSE,20,0.588235294,98.46207474,27.43586168
Nikon,Zf,2023,data/images/nikon_zf.jpg,25.28,5,,EN-EL15c Lithium-Ion battery,6062 x 4041,1,CMOS,144 x 103 x 49 mm,,,900,9,,,USB 3.0 (5 GBit/sec),710,,,,Yes,6048 x 4032,0.000125,"SD/SDHC/SDXC (UHS-II), microSD/microSDHC/microSDXC (UHS-I)",24.5,,3840x2160 (60p/50p/30p/�?5p/�?4p),3.2,"Multi, Center-weighted, Highlight-weighted, Average, Spot",,Yes,35.9 x 23.9 mm,Electronic,2100000,204800,144,103,49,TRUE,20,,71.85443391,73.14974902
Nikon,Z8,2023,data/images/nikon_z8.jpg,52.37,5,,EN-EL15c Lithium-Ion battery,8280 x 5520,1,CMOS,144 x 118.5 x 83 mm,,,900,9,,,USB 3.0 (5 GBit/sec),910,,,,Yes,8256 x 5504,3.13E-05,"CFexpress Type B / XQD, SD/SDHC/SDXC (UHS-II)",45.7,,7680x4320 (30p/�?5p/�?4p),3.2,"Multi, Center-weighted, Highlight-weighted, Spot",,Yes,35.9 x 23.9 mm,Electronic,2100000,102400,144,118.5,83,FALSE,20,,71.3803681,31.73173452
Olympus,OM Tough TG-7,2023,data/images/olympus_om-tough-tg-7.jpg,12.7,2,10,LI-92B lithium-ion battery,3995 x 3004,5.62,CMOS,113.9 x 65.8 x 32.7 mm,f2 - f4.9,2,4,6,1,4x,USB 2.0 (480 Mbit/sec),249,f11.2 - f27.5,25 - 100 mm,,Yes,4000 x 3000,0.0005,SD/SDHC/SDXC,12,,3840x2160 (30p/25p),3,"Multi, Spot",Yes,No,"1/2.3"" (~ 6.16 x 4.62 mm)",,1040000,12800,113.9,65.8,32.7,TRUE,34.67094255,0.5,84.73508087,79.55800335
Panasonic,Lumix DC-S5 IIX,2023,data/images/panasonic_s5-iix.jpg,25.28,5,,Li-ion Battery Pack,6026 x 4017,1.01,CMOS,134.3 x 102.3 x 90.1 mm,,,0.000125,8,,,USB 3.2 (10 GBit/sec),740,,,,Yes,6000 x 4000,60,SD/SDHC/SDXC,24.2,,5952x3968 (30p/�?4p),3,"Multi, Center-weighted, Highlight-weighted, Spot",Yes,Yes,35.6 x 23.8 mm,Electronic,1840000,204800,134.3,102.3,90.1,FALSE,20,,71.53931958,54.64166202
Panasonic,Lumix DC-G9 II,2023,data/images/panasonic_dc-g9-ii.jpg,26.52,5,,DMW-BLK22 Rechargeable Lithium-Ion battery,5791 x 4354,2,CMOS,134.3 x 102.3 x 90.1 mm,,,60,6,,,USB 3.2 (10 GBit/sec),658,,,,Yes,5776 x 4336,3.13E-05,SD/SDHC/SDXC (UHS-II),25.21,,5760x4320 (30p/�?5p/�?4p),3,"Multi, Center-weighted, Highlight-weighted, Spot",Yes,Yes,Four Thirds (17.3 x 13 mm),Electronic,1840000,25600,134.3,102.3,90.1,FALSE,20,,67.09843837,27.08031233
Panasonic,Lumix DC-S5 II,2023,data/images/panasonic_s5-ii.jpg,25.28,5,,Li-ion Battery Pack,6026 x 4017,1.01,CMOS,134.3 x 102.3 x 90.1 mm,,,0.000125,8,,,USB 3.2 (10 GBit/sec),740,,,,Yes,6000 x 4000,60,SD/SDHC/SDXC,24.2,,5888x3312 (30p/�?4p),3,"Multi, Center-weighted, Highlight-weighted, Spot",Yes,Yes,35.6 x 23.8 mm,Electronic,1840000,204800,134.3,102.3,90.1,FALSE,20,,71.53931958,54.64166202
