Brand,Model,Year,image_file,Total megapixels,Max_Exposure_Comp,Normal_Focus_cm,Battery,Sensor resolution,Crop factor,Sensor type,Dimensions,Max aperture,Min_Aperture_F,Min_Shutter_Speed_Sec,White balance presets,Macro_Focus_cm,Optical zoom,USB,Weight_g,Max. aperture (35mm equiv.),Focal length (35mm equiv.),Also known as,Aperture priority,Max. image resolution,Max_Shutter_Speed_Sec,Storage types,Effective megapixels,Megapixels,Max. video resolution,Screen_Size_in,Metering,Digital zoom,Shutter priority,Sensor size,Viewfinder,Screen_Res_Dots,Max_ISO,Dim_L,Dim_W,Dim_H,Supports_4K,Portability_Score,Aperture_Value,LowLight_Score,Video_Score
Canon,PowerShot G9 X Mark II,2017,data/images/canon_powershot-g9-x-mark-ii.jpg,20.9,3,5,NB-13L lithium-ion battery,5505 x 3670,2.73,CMOS,98 x 57.9 x 31.3 mm,f2 - 4.9,2,30,6,5,3x,USB 2.0 (480 Mbit/sec),206,f5.5 - f13.4,28 - 84 mm,,Yes,5472 x 3648,0.0005,SD/SDHC/SDXC,20.2,,1920x1080 (60p/30p/24p),3,"Multi, Center-weighted, Spot",Yes,Yes,13.2 x 8.8 mm,,1040000,12800,98,57.9,31.3,FALSE,45.39877301,0.5,91.35805912,39.55800335
Canon,EOS M100,2017,data/images/canon_eos-m100.jpg,25.8,3,,LP-E12 lithium-ion battery,6026 x 4017,1.61,CMOS,108.2 x 67.1 x 35.1 mm,,,30,6,,,USB 2.0 (480 Mbit/sec),302,,,,Yes,6000 x 4000,0.00025,SD/SDHC/SDXC,24.2,,1920x1080 (60p/50p/30p/25p/24p),3,"Multi, Center-weighted, Spot, Partial",,Yes,22.3 x 14.9 mm,,1040000,25600,108.2,67.1,35.1,FALSE,29.82152817,,67.55577245,31.22559955
Canon,EOS Rebel T7i,2017,data/images/canon_eos-rebel-t7i.jpg,25.8,5,,LP-E17 lithium-ion battery,6026 x 4017,1.61,CMOS,131 x 99.9 x 76.2 mm,,,30,6,,,USB 2.0 (480 Mbit/sec),532,,,"EOS 800D,EOS Kiss X9i(Japan)",Yes,6000 x 4000,0.00025,SD/SDHC/SDXC,24.2,,1920x1080 (60p/30p/24p),3,"Multi, Center-weighted, Spot, Partial",,Yes,22.3 x 14.9 mm,Optical (pentamirror),1040000,51200,131,99.9,76.2,FALSE,20,,68.88733965,31.22559955
Canon,EOS Rebel SL2,2017,data/images/canon_eos-rebel-sl2.jpg,25.8,5,,LP-E17 lithium-ion battery,6026 x 4017,1.61,CMOS,122.4 x 92.6 x 69.8 mm,,,30,6,,,USB 2.0 (480 Mbit/sec),453,,,"EOS 200D,EOS Kiss X9(Japan)",Yes,6000 x 4000,0.00025,SD/SDHC/SDXC,24.2,,1920x1080 (60p/50p/30p/25p/24p),3,"Multi, Center-weighted, Spot, Partial",,Yes,22.3 x 14.9 mm,Optical (pentamirror),1040000,51200,122.4,92.6,69.8,FALSE,20,,68.88733965,31.22559955
Canon,PowerShot SX730 HS,2017,data/images/canon_powershot-sx730-hs.jpg,21.1,2,5,NB-13L lithium-ion battery,5196 x 3907,5.62,CMOS,110.1 x 63.8 x 39.9 mm,f3.3 - f6.9,3.3,15,5,1,40x,USB 2.0 (480 Mbit/sec),300,f18.5 - f38.8,24 - 960 mm,,Yes,5184 x 3888,0.0003125,SD/SDHC/SDXC,20.3,,1920x1080 (60p/30p),3,"Multi, Center-weighted, Spot",Yes,Yes,"1/2.3"" (~ 6.16 x 4.62 mm)",,921600,3200,110.1,63.8,39.9,FALSE,28.78416062,0.303030303,56.16982711,32.97406581
Canon,PowerShot G1 X Mark III,2017,data/images/canon_powershot-g1-x-mark-iii.png,25.8,3,10,NB-13L lithium-ion battery,6026 x 4017,1.61,CMOS,115 x 77.9 x 51.4 mm,f2.8 - f5.6,2.8,30,7,10,3x,USB 2.0 (480 Mbit/sec),399,f4.5 - f9,24 - 72 mm,,Yes,6000 x 4000,0.0005,SD/SDHC/SDXC,24.2,,1920x1080 (60p/50p/30p/25p/24p),3,"Multi, Center-weighted, Spot",Yes,Yes,22.3 x 14.9 mm,Electronic,1040000,25600,115,77.9,51.4,FALSE,20,0.357142857,86.39570552,39.55800335
Canon,EOS 77D,2017,data/images/canon_eos-77d.jpg,25.8,5,,LP-E17 lithium-ion battery,6026 x 4017,1.61,CMOS,131 x 99.9 x 76.2 mm,,,30,6,,,USB 2.0 (480 Mbit/sec),540,,,EOS 9000D,Yes,6000 x 4000,0.00025,SD/SDHC/SDXC,24.2,,1920x1080 (60p/50p/30p/25p/24p),3,"Multi, Center-weighted, Spot, Partial",,Yes,22.3 x 14.9 mm,Optical (pentamirror),1040000,51200,131,99.9,76.2,FALSE,20,,68.88733965,31.22559955
Canon,EOS 6D Mark II,2017,data/images/canon_eos-6d-mark-ii.jpg,27.1,5,,LP-E6N lithium-ion battery,6269 x 4179,1,CMOS,144 x 110.5 x 74.8 mm,,,30,6,,,USB 2.0 (480 Mbit/sec),765,,,,Yes,6240 x 4160,0.00025,SD/SDHC/SDXC,26.2,,1920x1080 (60p/50p/30p/25p/24p),3,"Multi, Center-weighted, Spot, Partial",,Yes,35.9 x 24 mm,Optical (pentaprism),1040000,102400,144,110.5,74.8,FALSE,20,,71.3803681,31.22559955
Canon,EOS M6,2017,data/images/canon_eos-m6.jpg,25.8,3,,LP-E17 lithium-ion battery,6026 x 4017,1.61,CMOS,112 x 68 x 44.5 mm,,,30,6,,,USB 2.0 (480 Mbit/sec),343,,,,Yes,6000 x 4000,0.00025,SD/SDHC/SDXC,24.2,,1920x1080 (60p/50p/30p/25p/24p),3,"Multi, Center-weighted, Spot, Partial",,Yes,22.3 x 14.9 mm,Electronic (optional),1040000,25600,112,68,44.5,FALSE,24.78248745,,67.55577245,31.22559955
Fujifilm,FinePix XP120,2017,data/images/fujifilm_finepix-xp120.jpg,16.76,2,60,NP-45S lithium-ion battery,4671 x 3512,5.62,CMOS,109.6 x 71 x 27.8 mm,f3.9 - f4.9,3.9,4,7,9,5x,USB 2.0 (480 Mbit/sec),203,f21.9 - f27.5,28 - 140 mm,,No,4608 x 3456,0.0005,SD/SDHC/SDXC,16.4,,1920x1080 (60p/30p),3,"Multi, Center-weighted, Spot",Yes,No,"1/2.3"" (~ 6.16 x 4.62 mm)",,921600,3200,109.6,71,27.8,FALSE,41.90462911,0.256410256,51.57696598,39.55800335
Fujifilm,X100F,2017,data/images/fujifilm_x100f.jpg,,5,80,NP-W126S Li-ion battery,6058 x 4012,1.53,CMOS,126.5 x 74.8 x 52.4 mm,f2.0,2,30,7,10,1x,USB 2.0 (480 Mbit/sec),469,f3.1,35 mm,,Yes,6000 x 4000,3.13E-05,SD/SDHC/SDXC,,24.3,1920x1080 (60p/50p/30p/25p/24p),3,"Multi, Center-weighted, Average, Spot",Yes,Yes,23.6 x 15.6 mm,Electronic and Optical (tunnel),1036800,51200,126.5,74.8,52.4,FALSE,20,0.5,96.18516453,27.08031233
Fujifilm,X-T20,2017,data/images/fujifilm_x-t20.jpg,,5,,NP-W126S lithium-ion battery,6058 x 4012,1.53,CMOS,118.4 x 82.8 x 41.4 mm,,,30,7,,,USB 2.0 (480 Mbit/sec),383,,,,Yes,6000 x 4000,3.13E-05,SD/SDHC/SDXC,,24.3,3840x2160 (30p/25p/24p),3,"Multi, Center-weighted, Average, Spot",,Yes,23.6 x 15.6 mm,Electronic,1040000,51200,118.4,82.8,41.4,TRUE,21.48633575,,69.60680424,67.08031233
Fujifilm,X-E3,2017,data/images/fujifilm_x-e3.jpg,,5,,NP-W126S lithium-ion battery,6058 x 4012,1.53,CMOS,121.3 x 73.9 x 42.7 mm,,,30,7,,,USB 2.0 (480 Mbit/sec),337,,,,Yes,6000 x 4000,0.00025,SD/SDHC/SDXC,,24.3,3840x2160 (30p/25p/24p),3,"Multi, Center-weighted, Spot, Average",,Yes,23.5 x 15.6 mm,Electronic,1040000,51200,121.3,73.9,42.7,TRUE,24.31121026,,69.60680424,71.22559955
Leica,CL,2017,data/images/leica_cl.jpg,24.96,3,,BP-DC12 lithium ion battery,6030 x 4020,1.53,CMOS,131 x 78 x 45 mm,,,30,5,,,,403,,,,Yes,6016 x 4014,0.000125,SD/SDHC/SDXC,24.24,,3840x2160 (30p),3,"Multi, Center-weighted, Spot",,Yes,23.6 x 15.7 mm,Electronic,1040000,50000,131,78,45,TRUE,20,,69.14668154,68.49832683
Leica,M10 (Typ 3656),2017,data/images/leica_m10.jpg,,3,,Lithium-ion rechargeable battery,6000 x 4000,1,CMOS,139 x 38.5 x 80 mm,,,125,8,,,,660,,,,Yes,5952 x 3968,0.00025,SD/SDHC/SDXC,,24,,3,"Multi, Center-weighted, Spot",No,Yes,36 x 24 mm,Optical (rangefinder),1036800,50000,139,38.5,80,FALSE,20,,70.19520357,31.22559955
Leica,TL2,2017,data/images/leica_tl2.jpg,24.96,3,,BP-DC13 lithium-ion battery,6041 x 4027,1.53,CMOS,134 x 69 x 33 mm,,,30,5,,,USB 3.0 (5 GBit/sec),399,,,,Yes,6016 x 4014,0.00025,SD/SDHC/SDXC,24.32,,3840x2160 (30p),3.7,"Multi, Center-weighted, Spot",,Yes,23.6 x 15.7 mm,Electronic (optional),1229760,50000,134,69,33,TRUE,22.83324038,,69.14668154,76.5170106
Nikon,Coolpix W300,2017,data/images/nikon_coolpix-w300.jpg,16.76,2,50,EN-EL12 lithium-ion battery,4612 x 3468,5.62,CMOS,111.5 x 66 x 29 mm,f2.8 - f4.9,2.8,1,5,1,5x,USB 2.0 (480 Mbit/sec),231,f15.7 - f27.5,24 - 120 mm,,No,4608 x 3456,0.00025,SD/SDHC/SDXC,16,,3840x2160 (30p/25p),3,"Multi, Center-weighted, Spot",Yes,No,"1/2.3"" (~ 6.16 x 4.62 mm)",,921000,6400,111.5,66,29,TRUE,38.29057446,0.357142857,73.65030675,71.22559955
Nikon,D850,2017,data/images/nikon_d850.jpg,46.89,5,,EN-EL15a lithium-ion battery,8280 x 5520,1,CMOS,146 x 124 x 78.5 mm,,,30,14,,,USB 3.0 (5 GBit/sec),915,,,,Yes,8256 x 5504,0.000125,SD/SDHC/SDXC/XQD,45.7,,3840x2160 (30p/25p/24p),3.2,"Multi, Center-weighted, Highlight-weighted, Spot",Yes,Yes,35.9 x 23.9 mm,Optical (pentaprism),2359000,102400,146,124,78.5,TRUE,20,,71.3803681,73.14974902
Nikon,D7500,2017,data/images/nikon_d7500.jpg,21.51,5,,EN-EL15a lithium-ion rechargeable battery,5600 x 3733,1.53,CMOS,135.5 x 104 x 72.5 mm,,,30,12,,,USB 2.0 (480 Mbit/sec),640,,,,Yes,5568 x 3712,0.000125,SD/SDHC/SDXC,20.9,,3840x2160 (30p/25p/24p),3.2,"Multi, Center-weighted, Highlight-weighted, Spot",,Yes,23.5 x 15.7 mm,Optical (pentaprism),921600,1640000,135.5,104,72.5,TRUE,20,,71.19631902,73.14974902
Olympus,OM-D E-M10 III,2017,data/images/olympus_om-d-e-m10-iii.jpg,17.2,5,,BLS-50 lithium-ion battery,4627 x 3479,2,CMOS,121.5 x 83.6 x 49.5 mm,,,60,6,,,USB 2.0 (480 Mbit/sec),410,,,,Yes,4608 x 3456,0.00025,SD/SDHC/SDXC,16.1,,3840x2160 (30p/25p/24p),3,"Multi, Center-weighted, Spot",Yes,Yes,Four Thirds (17.3 x 13 mm),Electronic,1037000,25600,121.5,83.6,49.5,TRUE,20,,67.09843837,71.22559955
Olympus,Tough TG-5,2017,data/images/olympus_tough-tg-5.jpg,12.7,2,10,LI-92B lithium-ion battery,3995 x 3004,5.62,CMOS,113 x 66 x 31.9 mm,f2 - f4.9,2,4,5,1,4x,USB 2.0 (480 Mbit/sec),250,f11.2 - f27.5,25 - 100 mm,,Yes,4000 x 3000,0.0005,SD/SDHC/SDXC,12,,3840x2160 (30p/25p),3,"Multi, Spot",Yes,No,"1/2.3"" (~ 6.16 x 4.62 mm)",,460800,12800,113,66,31.9,TRUE,34.78527607,0.5,84.73508087,79.55800335
Panasonic,Lumix DC-GH5,2017,data/images/panasonic_lumix-dc-gh5.jpg,21.77,5,,Li-ion Battery Pack,5196 x 3907,2,CMOS,138.5 x 98.1 x 87.4 mm,,,60,5,,,USB 3.0 (5 GBit/sec),725,,,,Yes,5184 x 3888,0.000125,SD/SDHC/SDXC,20.3,,4096x2160 (24p),3.2,"Multi, Center-weighted, Spot",Yes,Yes,Four Thirds (17.3 x 13 mm),Electronic,1620000,100,138.5,98.1,87.4,TRUE,20,,27.17930842,73.14974902
Panasonic,Lumix DC-FZ80,2017,data/images/panasonic_lumix-dc-fz80.jpg,18.9,5,30,Rechargeable Lithium-Ion battery pack,4906 x 3689,5.62,CMOS,130.2 x 94.3 x 119.2 mm,f2.8 - f5.9,2.8,4,5,1,60x,USB 2.0 (480 Mbit/sec),616,f15.7 - f33.2,20 - 1200 mm,Lumix DC-FZ82,Yes,4896 x 3672,0.0005,SD/SDHC/SDXC,18.1,,3840x2160 (30p),3,"Multi, Center-weighted, Spot",Yes,Yes,"1/2.3"" (~ 6.16 x 4.62 mm)",Electronic,1040000,6400,130.2,94.3,119.2,TRUE,20,0.357142857,73.65030675,79.55800335
Panasonic,Lumix DC-GX850,2017,data/images/panasonic_lumix-dc-gx850.jpg,16.84,5,,Rechargeable Lithium-ion battery pack,4612 x 3468,2,CMOS,106.5 x 64.6 x 33.3 mm,,,60,5,,,USB 2.0 (480 Mbit/sec),269,,,"Lumix DC-GX800,Lumix DC-GF9",Yes,4592 x 3448,6.25E-05,microSD/SDHC/SDXC,16,,3840x2160 (30p/24p),3,"Multi, Center-weighted, Spot",Yes,Yes,Four Thirds (17.3 x 13 mm),,1040000,100,106.5,64.6,33.3,TRUE,34.22755159,,27.17930842,67.43586168
Panasonic,Lumix DC-ZS70,2017,data/images/panasonic_lumix-dc-zs70.jpg,21.1,5,50,Lithium-ion battery,5196 x 3907,5.62,CMOS,112 x 67.3 x 41.2 mm,f3.3 - f6.4,3.3,4,5,3,30x,USB 2.0 (480 Mbit/sec),322,f18.5 - f36,24 - 720 mm,Lumix DC-TZ90,Yes,5184 x 3888,0.0005,SD/SDHC/SDXC,20.3,,3840x2160 (30p),3,"Multi, Center-weighted, Spot",Yes,Yes,"1/2.3"" (~ 6.16 x 4.62 mm)",Electronic,1040000,6400,112,67.3,41.2,TRUE,26.77077524,0.303030303,62.54880089,79.55800335
Panasonic,Lumix DC-G9,2017,data/images/panasonic_lumix-dc-g9.png,21.77,5,,Proprietary lithium-ion battery,5200 x 3910,2,CMOS,136.9 x 97.3 x 91.6 mm,,,60,5,,,USB 3.0 (5 GBit/sec),658,,,,Yes,5184 x 3888,0.000125,SD/SDHC/SDXC,20.33,,3840x2160 (60p/30p/24p),3,"Multi, Center-weighted, Spot",Yes,Yes,Four Thirds (17.3 x 13 mm),Electronic,1040000,100,136.9,97.3,91.6,TRUE,20,,27.17930842,68.49832683
Pentax,KP,2017,data/images/pentax_kp.jpg,24.96,5,,D-LI109 lithium-ion battery,6060 x 4013,1.53,CMOS,132 x 101 x 76 mm,,,30,9,,,USB 2.0 (480 Mbit/sec),699,,,,Yes,6016 x 4000,0.000166667,SD/SDHC/SDXC,24.32,,1920x1080 (60i/50i/30p/25p/24p),3,"Multi, Center-weighted, Spot",,Yes,23.5 x 15.6 mm,Optical (pentaprism),921600,819200,132,101,76,FALSE,20,,71.14751813,29.39765756
Ricoh,WG-50,2017,data/images/ricoh_wg-50.jpg,,2,50,D-LI92 lithium-ion battery,4612 x 3468,5.62,CMOS,122.5 x 61.5 x 29.5 mm,f3.5 - f5.5,3.5,4,6,1,5x,USB 2.0 (480 Mbit/sec),193,f19.7 - f30.9,28 - 140 mm,,No,4608 x 3456,0.00025,SD/SDHC/SDXC,,16,1920x1080 (30p),2.7,"Multi, Center-weighted, Spot",Yes,No,"1/2.3"" (~ 6.16 x 4.62 mm)",,230000,6400,122.5,61.5,29.5,FALSE,43.30451757,0.285714286,59.98466258,24.25264919
Sony,Cyber-shot DSC-RX10 IV,2017,data/images/sony_cyber-shot-dsc-rx10-iv.jpg,21,3,3,NP-FW50 lithium-ion battery,5492 x 3661,2.73,CMOS,132.5 x 94 x 127.4 mm,f2.4 - f4,2.4,30,9,,25x,USB 2.0 (480 Mbit/sec),1095,f6.6 - f10.9,24 - 600 mm,,Yes,5472 x 3648,0.0005,"SD/SDHC/SDXC, MS Duo/Pro Duo/Pro-HG Duo",20.1,,3840x2160 (30p/25p/24p),3,"Multi, Center-weighted, Spot",Yes,Yes,13.2 x 8.8 mm,Electronic,1440000,25600,132.5,94,127.4,TRUE,20,0.416666667,92.77886224,79.55800335
Sony,Alpha a7R III,2017,data/images/sony_alpha-a7r-iii.png,43.6,5,,NP-FZ100 lithium-ion battery,7976 x 5317,1,CMOS,126.9 x 95.6 x 73.7 mm,,,30,10,,,USB 3.0 (5 GBit/sec),657,,,,Yes,7952 x 5304,0.000125,SD/SDHC/SDXC/MS PRO Duo,42.4,,3840x2160 (30p/25p/24p),3,"Multi, Center-weighted, Spot",Yes,Yes,35.9 x 24 mm,Electronic,1440000,102400,126.9,95.6,73.7,TRUE,20,,71.3803681,68.49832683
Sony,Alpha a9,2017,data/images/sony_alpha-a9.jpg,28.3,5,,NP-FZ100 lithium-ion battery,6026 x 4017,1.01,CMOS,126.9 x 95.6 x 63 mm,,,30,10,,,USB 2.0 (480 Mbit/sec),673,,,,Yes,6000 x 4000,0.000125,SD/SDHC/SDXC/MS PRO Duo,24.2,,3840x2160 (30p/25p/24p),3,"Multi, Center-weighted, Highlight-weighted, Spot, Average",Yes,Yes,35.6 x 23.8 mm,Electronic,1440000,204800,126.9,95.6,63,TRUE,20,,71.53931958,68.49832683
Canon,EOS 4000D,2018,data/images/canon_eos-4000d.jpg,18.7,5,,Li-ion Battery LP-E10,5196 x 3464,1.61,CMOS,129 x 101.6 x 77.1 mm,,,30,6,,,USB 2.0 (480 Mbit/sec),436,,,,Yes,5184 x 3456,0.00025,SD/SDHC/SDXC,18,,1920x1080 (30p),2.7,"Multi, Center-weighted, Partial",,Yes,22.3 x 14.9 mm,Optical (pentamirror),230000,12800,129,101.6,77.1,FALSE,20,,65.62465142,24.25264919
Canon,PowerShot SX740 HS,2018,data/images/canon_powershot-sx740-hs.jpg,21.1,3,5,NB-13L lithium-ion battery,5196 x 3907,5.62,CMOS,110.1 x 63.8 x 39.9 mm,f3.3 - f6.9,3.3,15,5,1,40x,USB 2.0 (480 Mbit/sec),299,f18.5 - f38.8,24 - 960 mm,,Yes,5184 x 3888,0.0003125,SD/SDHC/SDXC,20.3,,3840x2160 (30p/25p),3,"Multi, Center-weighted, Spot",Yes,Yes,"1/2.3"" (~ 6.16 x 4.62 mm)",,921600,3200,110.1,63.8,39.9,TRUE,28.99330731,0.303030303,56.16982711,72.97406581
Canon,EOS Rebel T7,2018,data/images/canon_eos-rebel-t7.jpg,24.7,5,,Lithium-Ion LP-E10 rechargeable battery,6012 x 4008,1.61,CMOS,129 x 101.3 x 77.6 mm,,,30,6,,,USB 2.0 (480 Mbit/sec),475,,,"EOS 2000D,EOS Kiss X90(Japan)",Yes,6000 x 4000,0.00025,SD/SDHC/SDXC,24.1,,1920x1080 (30p/25p/24p),3,"Multi, Center-weighted, Partial",No,Yes,22.3 x 14.9 mm,Optical (pentamirror),921600,12800,129,101.3,77.6,FALSE,20,,65.62465142,31.22559955
Canon,EOS M50,2018,data/images/canon_eos-m50.jpg,25.8,3,,LP-E12 lithium-ion battery,6012 x 4008,1.61,CMOS,116.3 x 88.1 x 58.7 mm,,,30,6,,,USB 2.0 (480 Mbit/sec),387,,,EOS Kiss M(Japan),Yes,6000 x 4000,0.00025,SD/SDHC/SDXC,24.1,,3840x2160 (24p),3,"Multi, Center-weighted, Spot",,Yes,22.3 x 14.9 mm,Electronic,1040000,51200,116.3,88.1,58.7,TRUE,20,,68.88733965,71.22559955
Canon,EOS R,2018,data/images/canon_eos-r.jpg,31.7,3,,LP-E6N lithium-ion battery,6741 x 4494,1,CMOS,135.8 x 98.3 x 84.4 mm,,,30,6,,,USB 3.0 (5 GBit/sec),660,,,,Yes,6720 x 4480,0.000125,SD/SDHC/SDXC,30.3,,3840x2160 (30p/25p/24p),3.2,"Multi, Center-weighted, Spot, Partial",,Yes,36 x 24 mm,Electronic,2100000,102400,135.8,98.3,84.4,TRUE,20,,71.3803681,73.14974902
Canon,PowerShot SX70 HS,2018,data/images/canon_powershot-sx70-hs.jpg,21.1,3,,LP-E12 Li-ion Battery,5196 x 3907,5.62,CMOS,127 x 90.9 x 116.6 mm,f3.4 - f6.5,3.4,15,6,,65x,USB 2.0 (480 Mbit/sec),610,f19.1 - f36.5,21 - 1365 mm,,Yes,5184 x 3888,0.0005,SD/SDHC/SDXC,20.3,,3840x2160 (30p/25p),3,"Evaluative, Center-weighted, Spot",Yes,Yes,"1/2.3"" (~ 6.16 x 4.62 mm)",Electronic,921600,3200,127,90.9,116.6,TRUE,20,0.294117647,55.01952036,79.55800335
Fujifilm,X-A5,2018,data/images/fujifilm_x-a5.jpg,,5,,NP-W126S lithium-ion battery,6026 x 4017,1.53,CMOS,116.9 x 67.7 x 40.4 mm,,,30,7,,,USB 2.0 (480 Mbit/sec),361,,,,Yes,6000 x 4000,3.13E-05,SD/SDHC/SDXC,,24.2,3840x2160 (15p),3,"Multi, Average, Spot",,Yes,23.5 x 15.7 mm,,1036800,51200,116.9,67.7,40.4,TRUE,24.25543781,,69.60680424,67.08031233
Fujifilm,X-T100,2018,data/images/fujifilm_x-t100.jpg,,5,,NP-W126S Li-ion battery,6026 x 4017,1.53,CMOS,121 x 83 x 47.4 mm,,,30,7,,,USB 2.0 (480 Mbit/sec),448,,,,Yes,6000 x 4000,3.13E-05,SD/SDHC/SDXC,,24.2,3840x2160 (15p),3,"Multi, Average, Spot",No,Yes,23.5 x 15.7 mm,Electronic,1036800,51200,121,83,47.4,TRUE,20,,69.60680424,67.08031233
Fujifilm,XF10,2018,data/images/fujifilm_xf10.jpg,,5,10,NP-95 lithium-ion battery,6026 x 4017,1.53,CMOS,112.5 x 64.4 x 41 mm,f2.8,2.8,30,7,,1x,USB 2.0 (480 Mbit/sec),279,f4.3,28 mm,,Yes,6000 x 4000,6.25E-05,SD/SDHC/SDXC,,24.2,3840x2160 (15p),3,"Multi, Average, Spot",Yes,Yes,23.5 x 15.7 mm,,1036800,51200,112.5,64.4,41,TRUE,29.98326827,0.357142857,88.44673731,67.43586168
Fujifilm,X-H1,2018,data/images/fujifilm_x-h1.jpg,,5,,NP-W126S lithium-ion battery,6058 x 4012,1.53,CMOS,139.8 x 97.3 x 85.5 mm,,,30,7,,,USB 3.0 (5 GBit/sec),673,,,,Yes,6000 x 4000,0.000125,SD/SDHC/SDXC,,24.3,4096x2160 (24p),3,"Multi, Center-weighted, Spot",,Yes,23.5 x 15.6 mm,Electronic,1040000,51200,139.8,97.3,85.5,TRUE,20,,69.60680424,68.49832683
Fujifilm,X-T3,2018,data/images/fujifilm_x-t3.jpg,,5,,NP-W126S lithium-ion battery,6277 x 4157,1.53,CMOS,132.5 x 92.8 x 58.8 mm,,,30,7,,,USB 3.0 (5 GBit/sec),539,,,,Yes,6240 x 4160,0.000125,SD/SDHC/SDXC,,26.1,4096x2160 (60p/50p/30p/25p/24p),3,"Multi, Center-weighted, Average, Spot",,Yes,23.5 x 15.6 mm,Electronic,1040000,51200,132.5,92.8,58.8,TRUE,20,,69.60680424,68.49832683
Fujifilm,FinePix XP130,2018,data/images/fujifilm_finepix-xp130.jpg,16.76,2,60,NP-45S lithium-ion battery,4671 x 3512,5.62,CMOS,109.6 x 71 x 27.8 mm,f3.9 - f4.9,3.9,4,7,9,5x,USB 2.0 (480 Mbit/sec),207,f21.9 - f27.5,28 - 140 mm,,No,4608 x 3456,0.0005,SD/SDHC/SDXC,16.4,,1920x1080 (60p/30p),3,"Multi, Center-weighted, Spot",Yes,No,"1/2.3"" (~ 6.16 x 4.62 mm)",,921600,6400,109.6,71,27.8,FALSE,41.03457892,0.256410256,57.95593977,39.55800335
Leica,D-Lux 7,2018,data/images/leica_d-lux-7.jpg,21.77,5,50,Li-ion Battery Pack,4755 x 3575,2,CMOS,118 x 66 x 64 mm,f1.7 - f2.8,1.7,60,5,3,3.1x,USB 2.0 (480 Mbit/sec),403,f3.4 - f5.6,24 - 75 mm,,Yes,4736 x 3552,6.25E-05,SD/SDHC/SDXC,17,,3840x2160 (30p/24p),3,"Multi, Center-weighted, Spot",Yes,Yes,Four Thirds (17.3 x 13 mm),Electronic,1240000,100,118,66,64,TRUE,20,0.588235294,54.56079197,67.43586168
Nikon,D3500,2018,data/images/nikon_d3500.jpg,24.78,5,,EN-EL14a lithium-ion battery,6045 x 4003,1.53,CMOS,124 x 97 x 69.5 mm,,,30,12,,,USB 2.0 (480 Mbit/sec),365,,,,Yes,6000 x 4000,0.00025,SD/SDHC/SDXC,24.2,,1920x1080 (60p/50p/30p/25p/24p),3,"Multi, Center-weighted, Spot",No,Yes,23.5 x 15.6 mm,Optical (pentamirror),921600,25600,124,97,69.5,FALSE,20,,68.27523703,31.22559955
Nikon,Z6,2018,data/images/nikon_z6.jpg,25.28,5,,EN-EL15b rechargeable Li-ion battery,6062 x 4041,1,CMOS,134 x 100.5 x 67.5 mm,,,30,12,,,USB 3.0 (5 GBit/sec),585,,,,Yes,6048 x 4024,0.000125,XQD,24.5,,3840x2160 (30p/25p/24p),3.2,"Multi, Center-weighted, Highlight-weighted, Spot",Yes,Yes,35.9 x 23.9 mm,Electronic,2100000,204800,134,100.5,67.5,TRUE,20,,71.85443391,73.14974902
Nikon,Z7,2018,data/images/nikon_z7.jpg,46.89,5,,EN-EL15b rechargeable Li-ion battery,8280 x 5520,1,CMOS,134 x 100.5 x 67.5 mm,,,30,12,,,USB 3.0 (5 GBit/sec),585,,,,Yes,8256 x 5504,0.000125,XQD,45.7,,3840x2160 (30p/25p/24p),3.2,"Multi, Center-weighted, Highlight-weighted, Spot",Yes,Yes,35.9 x 23.9 mm,Electronic,2100000,102400,134,100.5,67.5,TRUE,20,,71.3803681,73.14974902
Nikon,Coolpix P1000,2018,data/images/nikon_coolpix-p1000.jpg,16.79,2,30,EN-EL20a lithium-ion battery,4612 x 3468,5.62,CMOS,146.3 x 118.8 x 181.3 mm,f2.8 - f8,2.8,30,5,1,125x,USB 2.0 (480 Mbit/sec),1415,f15.7 - f45,24 - 3000 mm,,Yes,4608 x 3456,0.00025,SD/SDHC/SDXC,16,,3840x2160 (30p/25p),3.2,"Multi, Center-weighted, Spot",Yes,Yes,"1/2.3"" (~ 6.16 x 4.62 mm)",Electronic,921600,6400,146.3,118.8,181.3,TRUE,20,0.357142857,73.65030675,75.87702175
Olympus,PEN E-PL9,2018,data/images/olympus_pen-e-pl9.jpg,17.2,5,,BLS-50 lithium-ion battery,4627 x 3479,2,CMOS,117.1 x 68 x 39 mm,,,60,6,,,USB 2.0 (480 Mbit/sec),380,,,,Yes,4608 x 3456,0.00025,SD/SDHC/SDXC,16.1,,3840x2160 (30p/25p/24p),3,"Multi, Center-weighted, Spot",Yes,Yes,Four Thirds (17.3 x 13 mm),,1036800,100,117.1,68,39,TRUE,23.65867262,,27.17930842,71.22559955
